Gene stable ID,Gene stable ID version,Gene type,Gene name
ENSG00000117289,ENSG00000117289.7,protein_coding,TXNIP
ENSG00000198643,ENSG00000198643.2,protein_coding,FAM3D
ENSG00000125731,ENSG00000125731.8,protein_coding,SH2D3A
ENSG00000127774,ENSG00000127774.6,protein_coding,EMC6
ENSG00000105856,ENSG00000105856.9,protein_coding,HBP1
ENSG00000167941,ENSG00000167941.2,protein_coding,SOST
ENSG00000121851,ENSG00000121851.8,protein_coding,POLR3GL
ENSG00000233276,ENSG00000233276.2,protein_coding,GPX1
ENSG00000181039,ENSG00000181039.7,protein_coding,ANKRD34A
ENSG00000119632,ENSG00000119632.3,protein_coding,IFI27L2
ENSG00000152022,ENSG00000152022.7,protein_coding,LIX1L
ENSG00000067560,ENSG00000067560.6,protein_coding,RHOA
ENSG00000131795,ENSG00000131795.8,protein_coding,RBM8A
ENSG00000091972,ENSG00000091972.14,protein_coding,CD200
ENSG00000141968,ENSG00000141968.3,protein_coding,VAV1
ENSG00000108861,ENSG00000108861.4,protein_coding,DUSP3
ENSG00000159335,ENSG00000159335.11,protein_coding,PTMS
ENSG00000131779,ENSG00000131779.6,protein_coding,PEX11B
ENSG00000083454,ENSG00000083454.17,protein_coding,P2RX5
ENSG00000089692,ENSG00000089692.4,protein_coding,LAG3
ENSG00000145022,ENSG00000145022.4,protein_coding,TCTA
ENSG00000010610,ENSG00000010610.5,protein_coding,CD4
ENSG00000214314,ENSG00000214314.1,protein_coding,AC073063.1
ENSG00000163565,ENSG00000163565.14,protein_coding,IFI16
ENSG00000119698,ENSG00000119698.7,protein_coding,PPP4R4
ENSG00000174837,ENSG00000174837.10,protein_coding,EMR1
ENSG00000241468,ENSG00000241468.3,protein_coding,ATP5J2
ENSG00000114331,ENSG00000114331.8,protein_coding,ACAP2
ENSG00000186265,ENSG00000186265.5,protein_coding,BTLA
ENSG00000204752,ENSG00000204752.3,protein_coding,AC025278.1
ENSG00000237247,ENSG00000237247.4,protein_coding,MBD3L5
ENSG00000205718,ENSG00000205718.4,protein_coding,MBD3L4
ENSG00000143127,ENSG00000143127.8,protein_coding,ITGA10
ENSG00000230522,ENSG00000230522.3,protein_coding,MBD3L2
ENSG00000182315,ENSG00000182315.4,protein_coding,MBD3L3
ENSG00000130544,ENSG00000130544.7,protein_coding,ZNF557
ENSG00000164597,ENSG00000164597.9,protein_coding,COG5
ENSG00000145020,ENSG00000145020.10,protein_coding,AMT
ENSG00000163689,ENSG00000163689.14,protein_coding,C3orf67
ENSG00000141504,ENSG00000141504.7,protein_coding,SAT2
ENSG00000231256,ENSG00000231256.3,protein_coding,C17orf105
ENSG00000198483,ENSG00000198483.8,protein_coding,ANKRD35
ENSG00000171105,ENSG00000171105.9,protein_coding,INSR
ENSG00000165935,ENSG00000165935.5,protein_coding,SMCO2
ENSG00000163568,ENSG00000163568.9,protein_coding,AIM2
ENSG00000165617,ENSG00000165617.10,protein_coding,DACT1
ENSG00000198556,ENSG00000198556.9,protein_coding,ZNF789
ENSG00000227171,ENSG00000227171.4,protein_coding,RNF39
ENSG00000144848,ENSG00000144848.6,protein_coding,ATG3
ENSG00000184730,ENSG00000184730.6,protein_coding,APOBR
ENSG00000204463,ENSG00000204463.8,protein_coding,BAG6
ENSG00000250510,ENSG00000250510.3,protein_coding,GPR162
ENSG00000197272,ENSG00000197272.2,protein_coding,IL27
ENSG00000176046,ENSG00000176046.7,protein_coding,NUPR1
ENSG00000131788,ENSG00000131788.11,protein_coding,PIAS3
ENSG00000140093,ENSG00000140093.5,protein_coding,SERPINA10
ENSG00000176476,ENSG00000176476.4,protein_coding,CCDC101
ENSG00000170099,ENSG00000170099.5,protein_coding,SERPINA6
ENSG00000263264,ENSG00000263264.1,protein_coding,CTB-133G6.1
ENSG00000129244,ENSG00000129244.4,protein_coding,ATP1B2
ENSG00000162706,ENSG00000162706.8,protein_coding,CADM3
ENSG00000197165,ENSG00000197165.6,protein_coding,SULT1A2
ENSG00000100592,ENSG00000100592.11,protein_coding,DAAM1
ENSG00000186364,ENSG00000186364.7,protein_coding,NUDT17
ENSG00000161647,ENSG00000161647.14,protein_coding,MPP3
ENSG00000268861,ENSG00000268861.1,protein_coding,CTD-2207O23.3
ENSG00000104880,ENSG00000104880.13,protein_coding,ARHGEF18
ENSG00000186141,ENSG00000186141.4,protein_coding,POLR3C
ENSG00000197249,ENSG00000197249.8,protein_coding,SERPINA1
ENSG00000110811,ENSG00000110811.15,polymorphic_pseudogene,LEPREL2
ENSG00000153914,ENSG00000153914.11,protein_coding,SREK1
ENSG00000213088,ENSG00000213088.5,protein_coding,DARC
ENSG00000121848,ENSG00000121848.9,protein_coding,RNF115
ENSG00000196502,ENSG00000196502.7,protein_coding,SULT1A1
ENSG00000171246,ENSG00000171246.5,protein_coding,NPTX1
ENSG00000145029,ENSG00000145029.7,protein_coding,NICN1
ENSG00000222031,ENSG00000222031.1,protein_coding,AC023469.1
ENSG00000226402,ENSG00000226402.4,protein_coding,TRIM31
ENSG00000184898,ENSG00000184898.6,protein_coding,RBM43
ENSG00000117281,ENSG00000117281.11,protein_coding,CD160
ENSG00000104883,ENSG00000104883.3,protein_coding,PEX11G
ENSG00000110841,ENSG00000110841.9,protein_coding,PPFIBP1
ENSG00000179639,ENSG00000179639.6,protein_coding,FCER1A
ENSG00000198723,ENSG00000198723.6,protein_coding,C19orf45
ENSG00000106683,ENSG00000106683.10,protein_coding,LIMK1
ENSG00000267952,ENSG00000267952.1,protein_coding,CTD-2207O23.12
ENSG00000196266,ENSG00000196266.4,protein_coding,OR10J3
ENSG00000198816,ENSG00000198816.5,protein_coding,ZNF358
ENSG00000255524,ENSG00000255524.3,protein_coding,NPIPB8
ENSG00000174827,ENSG00000174827.9,protein_coding,PDZK1
ENSG00000249730,ENSG00000249730.1,polymorphic_pseudogene,OR10J4
ENSG00000141510,ENSG00000141510.11,protein_coding,TP53
ENSG00000257545,ENSG00000257545.1,protein_coding,RP11-144F15.1
ENSG00000133935,ENSG00000133935.6,protein_coding,C14orf1
ENSG00000196184,ENSG00000196184.7,protein_coding,OR10J1
ENSG00000090674,ENSG00000090674.11,protein_coding,MCOLN1
ENSG00000141564,ENSG00000141564.9,protein_coding,RPTOR
ENSG00000184155,ENSG00000184155.7,protein_coding,OR10J5
ENSG00000160908,ENSG00000160908.14,protein_coding,ZNF394
ENSG00000132703,ENSG00000132703.3,protein_coding,APCS
ENSG00000184203,ENSG00000184203.3,protein_coding,PPP1R2
ENSG00000173402,ENSG00000173402.7,protein_coding,DAG1
ENSG00000119650,ENSG00000119650.8,protein_coding,IFT43
ENSG00000172209,ENSG00000172209.4,protein_coding,GPR22
ENSG00000181619,ENSG00000181619.11,protein_coding,GPR135
ENSG00000105865,ENSG00000105865.6,protein_coding,DUS4L
ENSG00000126790,ENSG00000126790.7,protein_coding,L3HYPDH
ENSG00000196652,ENSG00000196652.7,protein_coding,ZKSCAN5
ENSG00000132693,ENSG00000132693.8,protein_coding,CRP
ENSG00000166135,ENSG00000166135.9,protein_coding,HIF1AN
ENSG00000189283,ENSG00000189283.5,protein_coding,FHIT
ENSG00000123416,ENSG00000123416.11,protein_coding,TUBA1B
ENSG00000221909,ENSG00000221909.2,protein_coding,FAM200A
ENSG00000050130,ENSG00000050130.13,protein_coding,JKAMP
ENSG00000184110,ENSG00000184110.10,protein_coding,EIF3C
ENSG00000158716,ENSG00000158716.4,protein_coding,DUSP23
ENSG00000123609,ENSG00000123609.6,protein_coding,NMI
ENSG00000138459,ENSG00000138459.4,protein_coding,SLC35A5
ENSG00000117262,ENSG00000117262.14,protein_coding,GPR89A
ENSG00000083457,ENSG00000083457.7,protein_coding,ITGAE
ENSG00000111664,ENSG00000111664.6,protein_coding,GNB3
ENSG00000268614,ENSG00000268614.1,protein_coding,CTD-2207O23.10
ENSG00000075790,ENSG00000075790.6,protein_coding,BCAP29
ENSG00000075891,ENSG00000075891.17,protein_coding,PAX2
ENSG00000106682,ENSG00000106682.10,protein_coding,EIF4H
ENSG00000181036,ENSG00000181036.9,protein_coding,FCRL6
ENSG00000197343,ENSG00000197343.6,protein_coding,ZNF655
ENSG00000196644,ENSG00000196644.8,protein_coding,GPR89C
ENSG00000164061,ENSG00000164061.4,protein_coding,BSN
ENSG00000119699,ENSG00000119699.3,protein_coding,TGFB3
ENSG00000111783,ENSG00000111783.8,protein_coding,RFX4
ENSG00000269415,ENSG00000269415.1,protein_coding,NPCDR1
ENSG00000158714,ENSG00000158714.6,protein_coding,SLAMF8
ENSG00000032444,ENSG00000032444.11,protein_coding,PNPLA6
ENSG00000164062,ENSG00000164062.8,protein_coding,APEH
ENSG00000144724,ENSG00000144724.14,protein_coding,PTPRG
ENSG00000167552,ENSG00000167552.9,protein_coding,TUBA1A
ENSG00000188004,ENSG00000188004.5,protein_coding,C1orf204
ENSG00000196993,ENSG00000196993.4,protein_coding,NPIPB9
ENSG00000243284,ENSG00000243284.1,protein_coding,VSIG8
ENSG00000091986,ENSG00000091986.11,protein_coding,CCDC80
ENSG00000089916,ENSG00000089916.13,protein_coding,GPATCH2L
ENSG00000152042,ENSG00000152042.13,protein_coding,NBPF11
ENSG00000086730,ENSG00000086730.12,protein_coding,LAT2
ENSG00000186910,ENSG00000186910.3,protein_coding,SERPINA11
ENSG00000177602,ENSG00000177602.4,protein_coding,GSG2
ENSG00000189058,ENSG00000189058.4,protein_coding,APOD
ENSG00000074356,ENSG00000074356.12,protein_coding,C17orf85
ENSG00000256029,ENSG00000256029.1,protein_coding,RP11-190A12.7
ENSG00000170054,ENSG00000170054.10,protein_coding,SERPINA9
ENSG00000174236,ENSG00000174236.2,protein_coding,REP15
ENSG00000151838,ENSG00000151838.7,protein_coding,CCDC175
ENSG00000061794,ENSG00000061794.8,protein_coding,MRPS35
ENSG00000206531,ENSG00000206531.6,protein_coding,CD200R1L
ENSG00000272647,ENSG00000272647.1,protein_coding,GS1-259H13.10
ENSG00000111665,ENSG00000111665.7,protein_coding,CDCA3
ENSG00000091137,ENSG00000091137.7,protein_coding,SLC26A4
ENSG00000161649,ENSG00000161649.8,protein_coding,CD300LG
ENSG00000213085,ENSG00000213085.5,protein_coding,CCDC19
ENSG00000165953,ENSG00000165953.5,protein_coding,SERPINA12
ENSG00000069020,ENSG00000069020.14,protein_coding,MAST4
ENSG00000100665,ENSG00000100665.7,protein_coding,SERPINA4
ENSG00000139970,ENSG00000139970.12,protein_coding,RTN1
ENSG00000228001,ENSG00000228001.4,protein_coding,TRIM40
ENSG00000168488,ENSG00000168488.14,protein_coding,ATXN2L
ENSG00000186275,ENSG00000186275.7,protein_coding,NBPF12
ENSG00000141499,ENSG00000141499.12,protein_coding,WRAP53
ENSG00000269620,ENSG00000269620.1,protein_coding,AL590560.1
ENSG00000111667,ENSG00000111667.9,protein_coding,USP5
ENSG00000163606,ENSG00000163606.6,protein_coding,CD200R1
ENSG00000176945,ENSG00000176945.12,protein_coding,MUC20
ENSG00000123610,ENSG00000123610.3,protein_coding,TNFAIP6
ENSG00000076826,ENSG00000076826.5,protein_coding,CAMSAP3
ENSG00000131791,ENSG00000131791.6,protein_coding,PRKAB2
ENSG00000188488,ENSG00000188488.9,protein_coding,SERPINA5
ENSG00000076924,ENSG00000076924.7,protein_coding,XAB2
ENSG00000173531,ENSG00000173531.11,protein_coding,MST1
ENSG00000158710,ENSG00000158710.10,protein_coding,TAGLN2
ENSG00000178952,ENSG00000178952.4,protein_coding,TUFM
ENSG00000167553,ENSG00000167553.10,protein_coding,TUBA1C
ENSG00000237192,ENSG00000237192.4,protein_coding,TRIM10
ENSG00000229833,ENSG00000229833.5,protein_coding,PET100
ENSG00000105879,ENSG00000105879.7,protein_coding,CBLL1
ENSG00000131781,ENSG00000131781.8,protein_coding,FMO5
ENSG00000049541,ENSG00000049541.6,protein_coding,RFC2
ENSG00000135406,ENSG00000135406.9,protein_coding,PRPH
ENSG00000197889,ENSG00000197889.5,protein_coding,MEIG1
ENSG00000085552,ENSG00000085552.12,protein_coding,IGSF9
ENSG00000163607,ENSG00000163607.10,protein_coding,GTPBP8
ENSG00000111669,ENSG00000111669.10,protein_coding,TPI1
ENSG00000108947,ENSG00000108947.4,protein_coding,EFNB3
ENSG00000162723,ENSG00000162723.5,protein_coding,SLAMF9
ENSG00000091138,ENSG00000091138.8,protein_coding,SLC26A3
ENSG00000143315,ENSG00000143315.5,protein_coding,PIGM
ENSG00000177807,ENSG00000177807.6,protein_coding,KCNJ10
ENSG00000080345,ENSG00000080345.13,protein_coding,RIF1
ENSG00000273259,ENSG00000273259.1,protein_coding,RP11-986E7.7
ENSG00000162728,ENSG00000162728.4,protein_coding,KCNJ9
ENSG00000131951,ENSG00000131951.6,protein_coding,LRRC9
ENSG00000131778,ENSG00000131778.13,protein_coding,CHD1L
ENSG00000162729,ENSG00000162729.9,protein_coding,IGSF8
ENSG00000106665,ENSG00000106665.11,protein_coding,CLIP2
ENSG00000108852,ENSG00000108852.10,protein_coding,MPP2
ENSG00000183914,ENSG00000183914.10,protein_coding,DNAH2
ENSG00000126773,ENSG00000126773.8,protein_coding,PCNXL4
ENSG00000119906,ENSG00000119906.7,protein_coding,FAM178A
ENSG00000116128,ENSG00000116128.5,protein_coding,BCL9
ENSG00000176108,ENSG00000176108.5,protein_coding,CHMP6
ENSG00000196136,ENSG00000196136.12,protein_coding,SERPINA3
ENSG00000162836,ENSG00000162836.7,protein_coding,ACP6
ENSG00000055950,ENSG00000055950.12,protein_coding,MRPL43
ENSG00000164068,ENSG00000164068.11,protein_coding,RNF123
ENSG00000143140,ENSG00000143140.6,protein_coding,GJA5
ENSG00000163608,ENSG00000163608.10,protein_coding,C3orf17
ENSG00000018625,ENSG00000018625.10,protein_coding,ATP1A2
ENSG00000121634,ENSG00000121634.4,protein_coding,GJA8
ENSG00000175911,ENSG00000175911.4,protein_coding,AC127496.1
ENSG00000188092,ENSG00000188092.10,protein_coding,GPR89B
ENSG00000152463,ENSG00000152463.10,protein_coding,OLAH
ENSG00000135451,ENSG00000135451.8,protein_coding,TROAP
ENSG00000111671,ENSG00000111671.5,protein_coding,SPSB2
ENSG00000006704,ENSG00000006704.6,protein_coding,GTF2IRD1
ENSG00000091140,ENSG00000091140.8,protein_coding,DLD
ENSG00000203836,ENSG00000203836.7,protein_coding,NBPF24
ENSG00000133937,ENSG00000133937.3,protein_coding,GSC
ENSG00000269647,ENSG00000269647.1,protein_coding,BX842679.1
ENSG00000255963,ENSG00000255963.1,protein_coding,PPIAL4A
ENSG00000175866,ENSG00000175866.11,protein_coding,BAIAP2
ENSG00000010626,ENSG00000010626.10,protein_coding,LRRC23
ENSG00000132681,ENSG00000132681.12,protein_coding,ATP1A4
ENSG00000100612,ENSG00000100612.9,protein_coding,DHRS7
ENSG00000122497,ENSG00000122497.13,protein_coding,NBPF14
ENSG00000204444,ENSG00000204444.6,protein_coding,APOM
ENSG00000111674,ENSG00000111674.4,protein_coding,ENO2
ENSG00000100697,ENSG00000100697.10,protein_coding,DICER1
ENSG00000256374,ENSG00000256374.1,protein_coding,PPIAL4D
ENSG00000134061,ENSG00000134061.4,protein_coding,CD180
ENSG00000143318,ENSG00000143318.8,protein_coding,CASQ1
ENSG00000186897,ENSG00000186897.3,protein_coding,C1QL4
ENSG00000132510,ENSG00000132510.6,protein_coding,KDM6B
ENSG00000162734,ENSG00000162734.8,protein_coding,PEA15
ENSG00000178401,ENSG00000178401.10,protein_coding,DNAJC22
ENSG00000203832,ENSG00000203832.6,protein_coding,NBPF20
ENSG00000077809,ENSG00000077809.8,protein_coding,GTF2I
ENSG00000123352,ENSG00000123352.13,protein_coding,SPATS2
ENSG00000091136,ENSG00000091136.9,protein_coding,LAMB1
ENSG00000100614,ENSG00000100614.13,protein_coding,PPM1A
ENSG00000111676,ENSG00000111676.10,protein_coding,ATN1
ENSG00000179008,ENSG00000179008.4,protein_coding,C14orf39
ENSG00000144857,ENSG00000144857.10,protein_coding,BOC
ENSG00000111678,ENSG00000111678.6,protein_coding,C12orf57
ENSG00000132716,ENSG00000132716.14,protein_coding,DCAF8
ENSG00000167874,ENSG00000167874.6,protein_coding,TMEM88
ENSG00000183011,ENSG00000183011.9,protein_coding,LSMD1
ENSG00000182224,ENSG00000182224.7,protein_coding,CYB5D1
ENSG00000111679,ENSG00000111679.12,protein_coding,PTPN6
ENSG00000184302,ENSG00000184302.6,protein_coding,SIX6
ENSG00000126778,ENSG00000126778.7,protein_coding,SIX1
ENSG00000100625,ENSG00000100625.8,protein_coding,SIX4
ENSG00000020426,ENSG00000020426.6,protein_coding,MNAT1
ENSG00000176020,ENSG00000176020.7,protein_coding,AMIGO3
ENSG00000126814,ENSG00000126814.6,protein_coding,TRMT5
ENSG00000173540,ENSG00000173540.8,protein_coding,GMPPB
ENSG00000139974,ENSG00000139974.11,protein_coding,SLC38A6
ENSG00000258465,ENSG00000258465.2,protein_coding,DCAF8
ENSG00000176095,ENSG00000176095.7,protein_coding,IP6K1
ENSG00000162735,ENSG00000162735.14,protein_coding,PEX19
ENSG00000158517,ENSG00000158517.9,protein_coding,NCF1
ENSG00000183091,ENSG00000183091.15,protein_coding,NEB
ENSG00000215021,ENSG00000215021.4,protein_coding,PHB2
ENSG00000187492,ENSG00000187492.4,protein_coding,CDHR4
ENSG00000122218,ENSG00000122218.10,protein_coding,COPA
ENSG00000027075,ENSG00000027075.9,protein_coding,PRKCH
ENSG00000204439,ENSG00000204439.3,protein_coding,C6orf47
ENSG00000253787,ENSG00000253787.1,protein_coding,RP11-404L6.2
ENSG00000185614,ENSG00000185614.4,protein_coding,FAM212A
ENSG00000182179,ENSG00000182179.6,protein_coding,UBA7
ENSG00000095539,ENSG00000095539.11,protein_coding,SEMA4G
ENSG00000196275,ENSG00000196275.9,protein_coding,GTF2IRD2
ENSG00000183763,ENSG00000183763.4,protein_coding,TRAIP
ENSG00000145113,ENSG00000145113.17,protein_coding,MUC4
ENSG00000111684,ENSG00000111684.6,protein_coding,LPCAT3
ENSG00000145675,ENSG00000145675.10,protein_coding,PIK3R1
ENSG00000182107,ENSG00000182107.5,protein_coding,TMEM30B
ENSG00000258989,ENSG00000258989.1,protein_coding,RP11-47I22.4
ENSG00000232774,ENSG00000232774.3,protein_coding,RP11-47I22.3
ENSG00000183086,ENSG00000183086.10,protein_coding,GATSL1
ENSG00000204438,ENSG00000204438.6,protein_coding,GPANK1
ENSG00000100644,ENSG00000100644.12,protein_coding,HIF1A
ENSG00000204435,ENSG00000204435.9,protein_coding,CSNK2B
ENSG00000174374,ENSG00000174374.9,protein_coding,WBSCR16
ENSG00000107815,ENSG00000107815.3,protein_coding,C10orf2
ENSG00000162736,ENSG00000162736.11,protein_coding,NCSTN
ENSG00000164076,ENSG00000164076.12,protein_coding,CAMKV
ENSG00000227147,ENSG00000227147.5,protein_coding,TRIM15
ENSG00000182326,ENSG00000182326.10,protein_coding,C1S
ENSG00000171786,ENSG00000171786.5,protein_coding,NHLH1
ENSG00000176244,ENSG00000176244.6,protein_coding,ACBD7
ENSG00000162738,ENSG00000162738.5,protein_coding,VANGL2
ENSG00000170634,ENSG00000170634.8,protein_coding,ACYP2
ENSG00000174428,ENSG00000174428.12,protein_coding,GTF2IRD2B
ENSG00000176236,ENSG00000176236.4,protein_coding,C10orf111
ENSG00000162739,ENSG00000162739.9,protein_coding,SLAMF6
ENSG00000023608,ENSG00000023608.4,protein_coding,SNAPC1
ENSG00000152464,ENSG00000152464.10,protein_coding,RPP38
ENSG00000164078,ENSG00000164078.8,protein_coding,MST1R
ENSG00000139973,ENSG00000139973.11,protein_coding,SYT16
ENSG00000230230,ENSG00000230230.3,protein_coding,TRIM26
ENSG00000066294,ENSG00000066294.10,protein_coding,CD84
ENSG00000140015,ENSG00000140015.15,protein_coding,KCNH5
ENSG00000159403,ENSG00000159403.11,protein_coding,C1R
ENSG00000198750,ENSG00000198750.7,protein_coding,GATSL2
ENSG00000268891,ENSG00000268891.1,protein_coding,AC006014.1
ENSG00000178809,ENSG00000178809.7,protein_coding,TRIM73
ENSG00000126785,ENSG00000126785.8,protein_coding,RHOJ
ENSG00000228008,ENSG00000228008.1,protein_coding,CTD-2330K9.3
ENSG00000117090,ENSG00000117090.10,protein_coding,SLAMF1
ENSG00000135213,ENSG00000135213.8,protein_coding,POM121C
ENSG00000111785,ENSG00000111785.14,protein_coding,RIC8B
ENSG00000117091,ENSG00000117091.5,protein_coding,CD48
ENSG00000164077,ENSG00000164077.9,protein_coding,MON1A
ENSG00000178021,ENSG00000178021.9,protein_coding,TSPYL6
ENSG00000154001,ENSG00000154001.9,protein_coding,PPP2R5E
ENSG00000139178,ENSG00000139178.6,protein_coding,C1RL
ENSG00000177994,ENSG00000177994.11,protein_coding,C2orf73
ENSG00000026751,ENSG00000026751.12,protein_coding,SLAMF7
ENSG00000004534,ENSG00000004534.10,protein_coding,RBM6
ENSG00000152465,ENSG00000152465.13,protein_coding,NMT2
ENSG00000127946,ENSG00000127946.12,protein_coding,HIP1
ENSG00000139194,ENSG00000139194.3,protein_coding,RBP5
ENSG00000139182,ENSG00000139182.9,protein_coding,CLSTN3
ENSG00000122224,ENSG00000122224.13,protein_coding,LY9
ENSG00000115306,ENSG00000115306.11,protein_coding,SPTBN1
ENSG00000267496,ENSG00000267496.2,protein_coding,FAM215A
ENSG00000261514,ENSG00000261514.1,protein_coding,RP11-527L4.2
ENSG00000108849,ENSG00000108849.3,protein_coding,PPY
ENSG00000122223,ENSG00000122223.8,protein_coding,CD244
ENSG00000179914,ENSG00000179914.4,protein_coding,ITLN1
ENSG00000224994,ENSG00000224994.5,protein_coding,TRIM39
ENSG00000158764,ENSG00000158764.6,protein_coding,ITLN2
ENSG00000158769,ENSG00000158769.13,protein_coding,F11R
ENSG00000270149,ENSG00000270149.1,protein_coding,RP11-544M22.13
ENSG00000151135,ENSG00000151135.5,protein_coding,C12orf23
ENSG00000131096,ENSG00000131096.6,protein_coding,PYY
ENSG00000161653,ENSG00000161653.6,protein_coding,NAGS
ENSG00000215845,ENSG00000215845.6,protein_coding,TSTD1
ENSG00000091947,ENSG00000091947.5,protein_coding,TMEM101
ENSG00000120832,ENSG00000120832.5,protein_coding,MTERFD3
ENSG00000158773,ENSG00000158773.10,protein_coding,USF1
ENSG00000148468,ENSG00000148468.12,protein_coding,FAM171A1
ENSG00000186517,ENSG00000186517.9,protein_coding,ARHGAP30
ENSG00000008405,ENSG00000008405.7,protein_coding,CRY1
ENSG00000268154,ENSG00000268154.1,protein_coding,AL591806.1
ENSG00000161654,ENSG00000161654.5,protein_coding,LSM12
ENSG00000143217,ENSG00000143217.7,protein_coding,PVRL4
ENSG00000077943,ENSG00000077943.7,protein_coding,ITGA8
ENSG00000162755,ENSG00000162755.9,protein_coding,KLHDC9
ENSG00000143256,ENSG00000143256.4,protein_coding,PFDN2
ENSG00000241863,ENSG00000241863.1,protein_coding,RPP21
ENSG00000158793,ENSG00000158793.9,protein_coding,NIT1
ENSG00000141349,ENSG00000141349.4,protein_coding,G6PC3
ENSG00000214595,ENSG00000214595.7,protein_coding,EML6
ENSG00000158796,ENSG00000158796.12,protein_coding,DEDD
ENSG00000143222,ENSG00000143222.7,protein_coding,UFC1
ENSG00000143258,ENSG00000143258.11,protein_coding,USP21
ENSG00000151136,ENSG00000151136.10,protein_coding,BTBD11
ENSG00000143224,ENSG00000143224.13,protein_coding,PPOX
ENSG00000158850,ENSG00000158850.10,protein_coding,B4GALT3
ENSG00000158859,ENSG00000158859.9,protein_coding,ADAMTS4
ENSG00000108840,ENSG00000108840.11,protein_coding,HDAC5
ENSG00000158864,ENSG00000158864.8,protein_coding,NDUFS2
ENSG00000158869,ENSG00000158869.6,protein_coding,FCER1G
ENSG00000268387,ENSG00000268387.1,protein_coding,AL590714.1
ENSG00000233904,ENSG00000233904.3,protein_coding,HLA-E
ENSG00000158874,ENSG00000158874.7,protein_coding,APOA2
ENSG00000158882,ENSG00000158882.8,protein_coding,TOMM40L
ENSG00000148481,ENSG00000148481.9,protein_coding,FAM188A
ENSG00000061938,ENSG00000061938.12,protein_coding,TNK2
ENSG00000143257,ENSG00000143257.7,protein_coding,NR1I3
ENSG00000248485,ENSG00000248485.1,protein_coding,PCP4L1
ENSG00000158887,ENSG00000158887.11,protein_coding,MPZ
ENSG00000143252,ENSG00000143252.10,protein_coding,SDHC
ENSG00000188931,ENSG00000188931.3,protein_coding,C1orf192
ENSG00000143226,ENSG00000143226.9,protein_coding,FCGR2A
ENSG00000173110,ENSG00000173110.6,protein_coding,HSPA6
ENSG00000115310,ENSG00000115310.13,protein_coding,RTN4
ENSG00000203747,ENSG00000203747.5,protein_coding,FCGR3A
ENSG00000258333,ENSG00000258333.1,protein_coding,AL662822.15
ENSG00000235986,ENSG00000235986.5,protein_coding,GNL1
ENSG00000072694,ENSG00000072694.14,protein_coding,FCGR2B
ENSG00000244682,ENSG00000244682.3,polymorphic_pseudogene,FCGR2C
ENSG00000162747,ENSG00000162747.5,protein_coding,FCGR3B
ENSG00000136045,ENSG00000136045.7,protein_coding,PWP1
ENSG00000165983,ENSG00000165983.10,protein_coding,PTER
ENSG00000125319,ENSG00000125319.10,protein_coding,C17orf53
ENSG00000132185,ENSG00000132185.12,protein_coding,FCRLA
ENSG00000162746,ENSG00000162746.10,protein_coding,FCRLB
ENSG00000081721,ENSG00000081721.7,protein_coding,DUSP12
ENSG00000072274,ENSG00000072274.8,protein_coding,TFRC
ENSG00000118217,ENSG00000118217.5,protein_coding,ATF6
ENSG00000165985,ENSG00000165985.8,protein_coding,C1QL3
ENSG00000110851,ENSG00000110851.7,protein_coding,PRDM4
ENSG00000162745,ENSG00000162745.6,protein_coding,OLFML2B
ENSG00000148484,ENSG00000148484.13,protein_coding,RSU1
ENSG00000198929,ENSG00000198929.8,protein_coding,NOS1AP
ENSG00000161664,ENSG00000161664.2,protein_coding,ASB16
ENSG00000254706,ENSG00000254706.1,protein_coding,RP11-565P22.6
ENSG00000239887,ENSG00000239887.3,protein_coding,C1orf226
ENSG00000171722,ENSG00000171722.7,protein_coding,C1orf111
ENSG00000228186,ENSG00000228186.6,protein_coding,PRR3
ENSG00000198574,ENSG00000198574.4,protein_coding,SH2D1B
ENSG00000152332,ENSG00000152332.11,protein_coding,UHMK1
ENSG00000117143,ENSG00000117143.9,protein_coding,UAP1
ENSG00000168591,ENSG00000168591.11,protein_coding,TMUB2
ENSG00000187855,ENSG00000187855.5,protein_coding,ASCL4
ENSG00000162733,ENSG00000162733.12,protein_coding,DDR2
ENSG00000075035,ENSG00000075035.5,protein_coding,WSCD2
ENSG00000132196,ENSG00000132196.9,protein_coding,HSD17B7
ENSG00000236149,ENSG00000236149.5,protein_coding,ABCF1
ENSG00000185860,ENSG00000185860.9,protein_coding,C1orf110
ENSG00000117152,ENSG00000117152.9,protein_coding,RGS4
ENSG00000143248,ENSG00000143248.8,protein_coding,RGS5
ENSG00000162994,ENSG00000162994.11,protein_coding,CLHC1
ENSG00000143228,ENSG00000143228.8,protein_coding,NUF2
ENSG00000107611,ENSG00000107611.10,protein_coding,CUBN
ENSG00000185630,ENSG00000185630.14,protein_coding,PBX1
ENSG00000087152,ENSG00000087152.11,protein_coding,ATXN7L3
ENSG00000162761,ENSG00000162761.10,protein_coding,LMX1A
ENSG00000143171,ENSG00000143171.8,protein_coding,RXRG
ENSG00000162763,ENSG00000162763.3,protein_coding,LRRC52
ENSG00000174600,ENSG00000174600.9,protein_coding,CMKLR1
ENSG00000143198,ENSG00000143198.8,protein_coding,MGST3
ENSG00000143149,ENSG00000143149.8,protein_coding,ALDH9A1
ENSG00000163958,ENSG00000163958.9,protein_coding,ZDHHC19
ENSG00000198855,ENSG00000198855.2,protein_coding,FICD
